metabolite,pval,padj,py.value,comparison,FC,log2FC
Tyrosine,0.354,0.67147619,0.172969382,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.93929542,-0.09034912
Uracil,0.0697,0.314307547,0.502645191,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.463139937,0.549067757
Uric acid,0.78,0.909365854,0.041261357,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.128137814,0.173943319
Uridine,0.063,0.3136875,0.503502787,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.253080866,0.32547952
Valine,0.158,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.95162124,-0.071540622
Xanthosine,0.252,0.568188679,0.245507424,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.159303778,0.213258652
Xylazine,0.425,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.062404422,0.087333057
"[(1S,4S,6S)-6-Isopropyl-3-methyl-4-{2-oxo-2-[4-(2-pyrimidinyl)-1-piperazinyl]ethyl}-2-cyclohexen-1-yl]acetonitrile",0.621,0.852982759,0.069059747,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.94174324,-0.086594322
a/b/ω-Muricholic acid,0.146,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.618506617,-0.693139065
cis-Aconitic acid,0.561,0.802868263,0.095355709,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.029923047,0.042536547
dCytidine,0.0137,0.155919048,0.807100827,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.903025852,-0.147160806
dUridine,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.978685472,-0.031082811
trans-3-Hydroxycinnamic acid,0.78,0.909365854,0.041261357,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.322717741,0.403505233
α-aminobutyric acid/γ-Aminobutyric acid,0.0697,0.314307547,0.502645191,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.118026865,0.160954855
β-D-Glucopyranuronic acid,0.146,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.287455704,0.364522796
δ-Gluconolactone,0.012,0.1434,0.843450849,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.340594685,0.42287312
(-)-Camphanic acid,0.666,0.776458537,0.109881731,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.915893662,-0.126747988
"(8aR,12S,12aR)-12-Hydroxy-4-methyl-4,5,6,7,8,8a,12,12a-octahydro-2H-3-benzoxecine-2,9(1H)-dione",9.63E-08,2.30E-05,4.637975812,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.268987905,-1.894386791
(R)-Equol,8.00E-06,0.0001912,3.718512112,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.320170427,-1.643088036
"1,4a-Dimethyl-6-methylene-5-[2-(2-oxo-2,5-dihydro-3-furanyl)ethyl]decahydro-1-naphthalenecarboxylic acid",1.01E-05,0.000219445,3.65867341,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.605618607,-0.723518563
1-Methyl Adenosine,0.796,0.864745455,0.063111712,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.0128421,0.018409279
1-Phenyl-3-methyl-5-pyrazolone,0.192,0.318666667,0.496663362,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.82978953,-0.269182641
10-HDA,0.00228,0.013623,1.865727243,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.424307665,-1.236817352
11-α-Hydroxy-17-methyltestosterone,0.959,0.967092827,0.014531838,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.156525421,0.209796978
"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",0.18,0.302957746,0.518617938,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.462569377,-1.112258334
1H-indene-3-carboxamide,0.396,0.5258,0.279179418,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.871575527,-0.198302407
"2,3,4-Trihydroxybenzoic acid",0.0225,0.070756579,1.150233173,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.648132109,-0.625640186
2-(acetylamino)-3-(1H-indol-3-yl)propanoic acid,0.129,0.237161538,0.624955741,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.806941581,-0.309463863
2-Aminoadipic acid,0.29,0.4331875,0.363324084,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.083981094,0.116339594
2-Hydroxyisocaproic acid,1.98E-05,0.000338014,3.471064944,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.586737606,-0.769212632
2-Hydroxyoctanoic acid,0.959,0.967092827,0.014531838,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.043047737,0.060805187
2-Hydroxyphenylalanine,9.81E-07,5.86E-05,4.231993083,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.25445433,-1.974521355
2-Hydroxyvaleric acid,0.00621,0.028542115,1.544513843,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.690536049,-0.534211362
2-Oxoglutaric acid,0.931,0.967092827,0.014531838,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.91962063,-0.120889264
2-[(1S)-1-Hydroxyethyl]-4(1H)-quinazolinone,0.148,0.262014815,0.581674152,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.849735351,0.887318873
2/3-Hydroxybutyric acid,0.0557,0.12678381,0.896936203,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.366150095,0.450115997
20 β-Dihydroprednisolone,0.877,0.923361233,0.034628363,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.001511831,0.002179464
"3,4-Dihydroxybenzenesulfonic acid",0.00151,0.010024722,1.998927653,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.249793816,-2.001190336
"3,4-Dimethoxyphenylacetic acid",0.959,0.967092827,0.014531838,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.002160334,0.003113341
"3,5-Dimethoxybenzoic acid",0.666,0.776458537,0.109881731,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.138929509,0.187678459
"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",0.0185,0.06407971,1.193279461,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.597063186,-0.744044479
3-(2-Hydroxyethyl)indole,0.0326,0.092507059,1.033825127,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.315195474,-1.665681274
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_1",3.83E-06,0.000130767,3.883501365,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.223204502,-2.16356197
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_2",0.00151,0.010024722,1.998927653,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.491775456,-1.023928361
3-Aminosalicylic acid,0.148,0.262014815,0.581674152,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.264520465,0.338590386
3-Hydroxy-2-methyl-4-pyrone,0.796,0.864745455,0.063111712,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.969872575,-0.044132882
3-Indoxylsulfuric acid,0.0361,0.098044318,1.008577569,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.883624907,-0.17849401
3-Methyl-2-oxovaleric acid,0.077,0.165792793,0.780434353,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.881615125,-0.18177912
3-Methylhistidine,3.72E-05,0.000496589,3.304003002,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.535154361,0.618383727
3-Phenyllactic acid,0.0204,0.065008,1.187033195,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.751388757,-0.412368567
3-Ureidopropionic acid,0.259,0.391778481,0.406959422,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.226585655,0.294647983
3-tert-Butyladipic acid,0.0431,0.109584043,0.960252682,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.829390087,-0.269877292
"4,8-Dihydroxyquinoline-2-carboxylic acid",0.0832,0.17142069,0.765936762,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.221047098,0.288118848
4-Acetamidophenol,0.204,0.329432432,0.482233647,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.15498866,0.207878687
4-Amino-3-hydroxybenzoic acid,0.959,0.967092827,0.014531838,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.971684148,-0.041440662
4-Coumaric acid,0.024,0.073538462,1.13348546,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.497418736,-1.007467244
4-Guanidinobutyric acid,0.112,0.214144,0.669294089,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.597013616,-0.74416426
4-Hydroxy xylazine,0.436,0.566326087,0.246933433,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.968236172,-0.046569103
4-Hydroxybenzaldehyde,3.74E-05,0.000496589,3.304003002,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.332342741,-1.58925625
4-Hydroxyhippuric acid,0.231,0.360843137,0.44268155,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.181403937,0.240502324
4-Hydroxyproline,0.0557,0.12678381,0.896936203,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.912588322,-0.131963903
4-Phenolsulfonic acid,0.904,0.943475983,0.025269151,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.12153055,0.16546892
"4-cyclopropyl-6-methoxy-1,3,5-triazin-2-amine",0.0122,0.049420339,1.30609428,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.411343522,-1.281584372
"5,6-dimethyl-4-oxo-4H-pyran-2-carboxylic acid",0.259,0.391778481,0.406959422,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.85565229,-0.224903444
5-Hydroxyindole,0.0605,0.135135514,0.869230502,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.847181625,-0.239256796
5-Hydroxytryptophan,0.18,0.302957746,0.518617938,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.122682788,0.166950354
5-Methoxysalicylic acid,0.377,0.509056497,0.293234015,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.206613284,0.270963371
5-Methoxytryptophan,0.0136,0.053285246,1.273393026,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.487912669,-1.035305151
5-Methylcytosine,1.27E-05,0.000233485,3.63174173,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.437383113,-1.193030574
5-Methyluridine,0.077,0.165792793,0.780434353,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.832749098,-0.264046208
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",0.0136,0.053285246,1.273393026,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.303999265,0.382943057
7-Oxobenz[de]anthracene,0.457,0.580973404,0.235843748,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.762733183,-0.390749629
Acetanilide,0.0395,0.10261413,0.988792831,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.904540723,-0.144742639
Acetohydroxamic acid,0.0557,0.12678381,0.896936203,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.229724826,0.298335522
Acetyl-β-methylcholine_1,0.0122,0.049420339,1.30609428,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.623459482,-0.681632292
Acetyl-β-methylcholine_2,0.00489,0.0233742,1.631263244,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.564876433,-0.823992784
AcetylCarnitine,0.00782,0.034610741,1.460789106,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.239731311,0.310027477
Acetylcholine,0.743,0.833694836,0.078992889,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.8716418,-0.198192711
Acrylic acid_1,0.959,0.967092827,0.014531838,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.997924496,-0.002997431
Alanine,0.00132,0.00956,2.019542108,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.810488934,-0.303135607
Anserine,0.457,0.580973404,0.235843748,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.209103344,0.27393756
Arginine,0.849,0.901826667,0.044876927,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.750711997,-0.413668557
Ascorbic acid,0.047,0.114622449,0.940730317,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.736275842,-0.441681729
Asparagine,0.00228,0.013623,1.865727243,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.830908643,-0.267238231
Aspartic acid,0.0273,0.080551852,1.093924471,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.670951839,0.740670151
Betaine,0.0167,0.060474242,1.218429563,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.87820785,-0.187365665
Biotin,0.104,0.203737705,0.69092859,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.787420043,-0.34479466
Butyrylcarnitine,0.000461,0.004590792,2.338112415,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.860305709,-0.217078684
Carnitine,0.00551,0.025821373,1.588020676,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.850299464,-0.233957066
Catechol,0.00151,0.010024722,1.998927653,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.3342544,-1.580981545
Cholic acid,0.0098,0.041825,1.37856405,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.123761463,-3.014365935
Choline,0.0204,0.065008,1.187033195,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.892427944,-0.164192407
Citric acid,0.377,0.509056497,0.293234015,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.875042425,-0.192575129
Citrulline,0.00382,0.019425106,1.711636594,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.869766219,-0.201300417
Clomazone,0.0512,0.121156436,0.916653512,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.791511635,-0.337317537
Cortisone,0.158,0.275635036,0.559665579,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.804883386,-0.313148318
Coumarin,0.0395,0.10261413,0.988792831,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.8861538,-0.174370982
Creatine,0.00199,0.012854324,1.890950747,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.504220312,0.589015883
Crotonic acid_1,0.959,0.967092827,0.014531838,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.001836018,0.002646386
Crotonic acid_2,0.0248,0.075027848,1.12477751,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.311623138,0.391353257
Cystine,0.00489,0.0233742,1.631263244,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.333651748,0.415381989
Cytidine,0.12,0.225826772,0.646224574,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.166452136,0.222127109
Cytosine,0.000629,0.005781962,2.237924802,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.493574756,-1.018659486
DL-4-Hydroxyphenyllactic acid,0.323,0.465042169,0.332507665,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.940833694,-0.087988367
DL-Stachydrine_1,0.0674,0.149153704,0.826365958,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.372727654,-1.423806234
DL-Stachydrine_2,0.000103,0.001172238,2.930984169,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.431437652,-1.212776006
Daidzein,0.0969,0.1929925,0.714459568,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.451935573,-1.145810976
Decanoylcarnitine,0.0273,0.080551852,1.093924471,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.701121574,-0.512263466
Dehydronorketamine_1,0.015,0.056015625,1.251690814,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.726246887,-0.461468021
Dehydronorketamine_2,0.0512,0.121156436,0.916653512,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.669137644,-0.579625087
Dehydronorketamine_3,0.015,0.056015625,1.251690814,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.590052898,-0.761083797
Diaminopimelic acid,0.5,0.615979381,0.210433825,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.895715875,-0.158886918
Dihydroxybenzoic,0.823,0.886022523,0.052555238,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.337603415,0.419650436
Ecgonine methyl ester,9.83E-05,0.001172238,2.930984169,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.734256183,-0.445644586
Ecgonine_1,0.000629,0.005781962,2.237924802,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.771443664,-0.374367289
Ecgonine_2,0.024,0.073538462,1.13348546,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.792817783,-0.334938773
Ethylmalonic acid,0.138,0.251770992,0.598994308,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.078194675,0.10861769
Ferulic acid,0.00661,0.029807358,1.525676509,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.602317481,-0.731403964
Fumaric acid,0.849,0.901826667,0.044876927,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.975551188,-0.035710521
Genistein,0.104,0.203737705,0.69092859,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.614852676,-0.701687326
Gluconic acid,0.743,0.833694836,0.078992889,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.079671862,0.11059291
Glucosamine/Galactosamine,0.323,0.465042169,0.332507665,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.043176339,0.060983052
Glucuronic acid,0.18,0.302957746,0.518617938,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.829774122,-0.26920943
"Glucuronic acid-3,6-lactone",0.148,0.262014815,0.581674152,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.922709868,-0.116051009
Glutamic acid,0.436,0.566326087,0.246933433,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.14378445,0.193815197
Glutamine,0.691,0.797821256,0.098094397,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.014783955,0.021172614
Glutathione oxidized,0.377,0.509056497,0.293234015,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.008470259,0.012168538
Glyceric acid,0.0395,0.10261413,0.988792831,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.747948329,-0.418989487
Glycine,3.91E-07,4.67E-05,4.330455337,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.709631825,-0.494857383
Glycine anhydride,0.641,0.765995,0.115774065,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.158850932,0.212694998
Glycocholic acid,0.217,0.341203947,0.466985953,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.343351849,-1.542240363
Glycolic acid,2.45E-05,0.000390367,3.408527274,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.777713444,-0.362689416
Glycyl-valine,0.015,0.056015625,1.251690814,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.391281457,0.476414308
Glyoxylic acid,0.359,0.501760234,0.299503761,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.853311444,-0.228855698
Guanidoacetic acid,0.323,0.465042169,0.332507665,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.917116415,-0.124823219
Hexanoyl Glycine,0.0431,0.109584043,0.960252682,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.452423802,0.538462478
